Assignment_ID,Assignment_Name,Assignment_Link,Remote_Testing_Support,Adaptive_IRT_Support,Test_Type,Approximate_Completion_Time,Job_Levels
348,Verify - Following Instructions,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/,True,False,A,8.0,"Entry-Level,"
349,Verify - G+,https://www.shl.com/solutions/products/product-catalog/view/verify-g/,True,True,A,36.0,"General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager,"
350,Verify - General Ability Screen,https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/,True,True,A,10.0,"Entry-Level,"
351,Verify - Inductive Reasoning (2014),https://www.shl.com/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/,True,True,A,24.0,"Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level,"
352,Verify - Numerical Ability,https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/,True,True,A,20.0,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
353,Verify - Technical Checking - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-technical-checking-next-generation/,True,False,A,5.0,"Entry-Level,"
354,Verify - Verbal Ability - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/,True,True,A,15.0,"General Population, Graduate, Executive, Director, Entry-Level, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Front Line Manager,"
355,Verify - Working with Information,https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/,True,False,A,10.0,"Entry-Level,"
356,Verify G+ - Ability Test Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-ability-test-report/,True,False,A,,
357,Verify G+ - Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-candidate-report/,True,False,A,,
358,Verify Interactive Ability Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/,True,False,A,,
359,Verify Interactive G+ Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/,True,False,A,,
360,Verify Interactive G+ Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-report/,True,False,A,,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
361,Verify Interactive Process Monitoring,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-process-monitoring/,True,False,A,18.0,"Graduate, Manager, Mid-Professional, Professional Individual Contributor,"
362,Virtual Assessment and Development Centers,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,True,False,P,,"Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
363,Visual Basic for Applications (New),https://www.shl.com/solutions/products/product-catalog/view/visual-basic-for-applications-new/,True,False,K,7.0,"Mid-Professional, Professional Individual Contributor,"
364,Visual Comparison - UK,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-uk/,True,False,K,5.0,"Entry-Level,"
365,Visual Comparison - US,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-us/,True,False,K,5.0,"Entry-Level,"
366,VLSI and Embedded Systems (New),https://www.shl.com/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/,True,False,K,9.0,"Mid-Professional, Professional Individual Contributor,"
367,What Is The Value - US,https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/,True,True,K,5.0,"Entry-Level,"
368,Workplace Administration Skills (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/,True,False,K,12.0,"Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
369,Workplace Health and Safety (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-health-and-safety-new/,True,False,K,9.0,"Entry-Level, Graduate, Manager, Supervisor, Mid-Professional, Professional Individual Contributor,"
370,WriteX - Email Writing (Customer Service) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/,True,False,S,15.0,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
371,WriteX - Email Writing (Managerial) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-managerial-new/,True,False,S,15.0,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
372,WriteX - Email Writing (Sales) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/,True,False,"B, S",15.0,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor,"
373,Written English v1,https://www.shl.com/solutions/products/product-catalog/view/written-english-v1/,True,True,K,30.0,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,"
374,Written Spanish,https://www.shl.com/solutions/products/product-catalog/view/written-spanish/,True,True,K,22.0,"Entry-Level, Front Line Manager, Mid-Professional, Professional Individual Contributor,"
375,Zabbix (New),https://www.shl.com/solutions/products/product-catalog/view/zabbix-new/,True,False,K,9.0,"Mid-Professional, Professional Individual Contributor,"
376,360 Digital Report,https://www.shl.com/solutions/products/product-catalog/view/360-digital-report/,True,False,D,,"Director, Manager, Entry-Level, Executive, Front Line Manager, General Population, Graduate,"
377,360° Multi-Rater Feedback System (MFS),https://www.shl.com/solutions/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,True,False,"D, P",,"Director, Executive, Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor,"
